loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,loan_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,revol_bal,revol_util,total_acc,longest_credit_length
10792,60 months,7.16,514.44,B,< 1 year,MORTGAGE,155653.7,Fully Paid,small_business,24.31,8,774,703,9,41100,29.62,8,44
7930,36 months,12.56,387.49,G,6 years,OWN,174563.02,Default,credit_card,17.17,6,697,848,7,16952,22.11,16,9
39450,60 months,18.61,779.78,A,8 years,OTHER,143539.47,Default,debt_consolidation,7.98,0,787,685,1,49235,66.63,29,40
24469,60 months,10.23,864.94,G,6 years,OWN,154988.52,Charged Off,debt_consolidation,0.43,0,806,705,7,12588,6.15,40,24
15236,36 months,19.72,469.37,A,7 years,RENT,40632.7,Fully Paid,major_purchase,0.85,6,611,686,7,21345,78.74,36,4
11098,60 months,8.7,306.08,A,1 year,OTHER,163069.1,Default,small_business,21.41,7,670,653,2,38329,93.86,9,16
12531,36 months,7.25,673.96,G,< 1 year,OTHER,178711.61,Default,home_improvement,29.1,5,751,738,8,43814,87.76,16,36
31812,36 months,21.07,681.07,F,2 years,OTHER,187807.91,Fully Paid,major_purchase,8.38,4,640,639,9,46209,28.41,34,40
25280,60 months,9.99,82.8,B,6 years,OWN,68450.4,Charged Off,debt_consolidation,14.51,3,704,739,7,47753,0.76,49,5
36677,60 months,21.1,927.71,C,3 years,OTHER,74555.39,Default,small_business,12.48,6,822,807,3,29165,38.46,49,21
21909,36 months,18.56,713.27,F,< 1 year,MORTGAGE,107881.84,Charged Off,small_business,12.69,7,786,684,7,13542,84.75,19,31
34076,60 months,7.94,362.5,F,6 years,OWN,124653.47,Fully Paid,debt_consolidation,12.07,2,670,826,0,2053,85.24,6,46
22756,60 months,8.27,124.11,F,8 years,OWN,134705.97,Charged Off,debt_consolidation,2.78,9,824,706,9,12431,77.37,21,48
25704,36 months,15.88,504.45,F,5 years,OTHER,148965.29,Default,major_purchase,17.44,0,625,656,1,44756,17.82,43,29
12708,60 months,16.94,708.76,F,6 years,OTHER,98566.77,Fully Paid,home_improvement,8.91,2,683,736,9,27429,7.95,49,48
16903,60 months,13.14,466.79,B,7 years,RENT,154725.7,Charged Off,debt_consolidation,4.08,0,657,698,2,45348,46.2,13,7
18608,36 months,7.51,336.61,G,4 years,MORTGAGE,88225.58,Default,credit_card,9.05,2,683,712,7,24611,70.67,5,23
26831,36 months,8.75,283.6,C,6 years,MORTGAGE,75219.7,Fully Paid,debt_consolidation,23.19,9,824,710,2,47776,39.85,37,1
39872,60 months,22.71,57.21,A,10+ years,OTHER,176663.03,Fully Paid,credit_card,26.08,7,773,755,0,36205,63.37,30,28
36270,60 months,13.22,330.78,G,5 years,RENT,190799.58,Fully Paid,home_improvement,12.46,5,622,682,5,23663,18.76,23,34
38091,60 months,7.42,828.62,B,10+ years,MORTGAGE,99335.95,Fully Paid,major_purchase,0.67,6,646,773,6,30901,44.11,26,25
18895,36 months,18.9,664.67,D,5 years,OWN,67054.87,Default,small_business,14.12,1,737,789,3,4098,37.59,42,12
4576,36 months,12.58,144.49,D,10+ years,OWN,97932.49,Default,major_purchase,15.4,0,798,779,0,45099,10.53,17,28
5329,36 months,12.44,975.31,D,5 years,OTHER,143914.49,Default,debt_consolidation,14.48,8,679,799,1,23269,64.36,39,46
11524,36 months,7.3,570.77,G,10+ years,MORTGAGE,136217.01,Charged Off,credit_card,0.2,9,811,785,6,42433,24.35,33,28
28262,60 months,6.05,77.59,C,9 years,OTHER,60897.88,Default,credit_card,22.8,9,754,665,2,718,41.38,20,43
9926,60 months,15.16,640.97,C,7 years,RENT,130615.78,Default,credit_card,15.17,6,743,686,3,13267,71.85,31,46
28413,36 months,18.61,621.56,A,2 years,OTHER,181255.05,Fully Paid,small_business,22.24,8,623,648,3,15821,9.87,5,33
7552,36 months,11.6,664.1,C,6 years,OTHER,114932.57,Charged Off,debt_consolidation,28.21,0,781,667,1,43122,69.44,37,14
35230,36 months,21.5,837.33,F,< 1 year,RENT,44811.23,Fully Paid,small_business,19.1,5,814,653,4,26295,10.44,34,29
25858,60 months,8.08,169.73,E,9 years,MORTGAGE,22796.63,Default,major_purchase,12.83,8,666,687,2,19953,92.48,49,5
4984,60 months,6.79,131.67,F,2 years,OTHER,56939.39,Default,small_business,13.83,5,653,601,6,13047,81.31,24,33
6693,36 months,22.27,884.5,E,< 1 year,RENT,155638.72,Charged Off,home_improvement,8.04,3,842,637,1,46998,0.67,31,37
2678,36 months,12.42,301.26,B,1 year,MORTGAGE,67241.16,Fully Paid,debt_consolidation,7.76,8,759,608,9,36123,88.4,12,24
12964,60 months,8.58,969.8,E,7 years,RENT,114451.7,Charged Off,debt_consolidation,22.88,8,656,785,5,3919,51.93,24,34
22983,60 months,23.88,681.08,A,9 years,RENT,190048.94,Default,debt_consolidation,4.98,3,761,816,0,46387,33.24,7,18
21374,36 months,18.86,596.49,A,1 year,OWN,45599.83,Default,home_improvement,23.27,3,722,833,7,8090,48.38,28,8
1695,36 months,15.27,515.76,G,6 years,MORTGAGE,158236.86,Charged Off,home_improvement,9.31,4,740,798,2,29799,33.68,16,40
31056,60 months,21.03,495.28,G,10+ years,MORTGAGE,84719.56,Charged Off,credit_card,3.59,9,794,764,0,11894,0.15,41,31
37189,36 months,5.09,506.39,C,7 years,OWN,149760.96,Default,home_improvement,28.09,0,800,751,0,26711,68.82,33,24
2555,36 months,5.46,454.38,G,9 years,OTHER,130913.61,Default,small_business,6.57,1,612,819,4,18152,13.66,20,10
39206,36 months,16.24,435.54,A,< 1 year,RENT,81230.94,Fully Paid,small_business,4.37,4,671,824,8,42349,65.31,6,31
1398,36 months,20.1,402.4,B,7 years,MORTGAGE,89965.35,Charged Off,major_purchase,14.35,6,812,848,0,47272,48.49,15,35
23765,60 months,21.5,697.81,G,8 years,OWN,177100.77,Fully Paid,credit_card,14.31,9,701,773,1,16705,76.88,9,25
2648,36 months,12.87,583.13,E,1 year,RENT,111582.1,Fully Paid,major_purchase,4.51,8,844,745,8,28956,25.81,37,29
37328,60 months,19.17,456.98,G,7 years,MORTGAGE,156923.61,Charged Off,home_improvement,4.05,8,832,620,4,221,87.0,20,6
31109,36 months,23.56,987.82,B,2 years,RENT,68162.64,Charged Off,home_improvement,29.61,2,795,601,5,3189,30.06,14,2
6757,60 months,16.89,778.81,F,8 years,OTHER,106524.68,Fully Paid,major_purchase,19.77,2,602,609,8,30049,82.1,12,28
24411,36 months,16.11,452.09,F,5 years,MORTGAGE,118640.55,Fully Paid,major_purchase,4.61,3,693,745,7,31204,53.98,21,45
1785,36 months,13.75,326.1,G,9 years,MORTGAGE,66480.5,Charged Off,debt_consolidation,0.62,1,824,689,6,10558,59.52,10,10
28799,60 months,5.57,889.54,B,6 years,RENT,151187.8,Fully Paid,home_improvement,23.64,6,604,786,6,31750,12.62,25,40
27098,36 months,6.26,796.63,B,< 1 year,OTHER,166925.33,Fully Paid,major_purchase,5.79,5,670,802,0,42748,34.85,26,11
21839,60 months,23.94,568.88,A,2 years,RENT,145283.98,Fully Paid,credit_card,19.01,4,842,718,1,12467,94.93,12,33
10659,60 months,16.22,131.09,C,2 years,MORTGAGE,160456.23,Charged Off,debt_consolidation,16.76,2,811,823,9,34289,64.38,24,1
21658,36 months,12.2,272.24,F,3 years,MORTGAGE,153856.4,Fully Paid,major_purchase,11.59,1,735,739,0,25956,41.27,23,13
7577,60 months,5.95,68.43,B,7 years,RENT,186465.06,Charged Off,home_improvement,14.38,3,773,673,8,35961,39.84,10,5
22374,60 months,18.11,413.01,C,6 years,OWN,95776.17,Default,credit_card,12.48,2,782,711,0,41113,5.33,13,37
32468,36 months,7.18,753.59,E,9 years,OTHER,141278.35,Charged Off,small_business,11.76,4,781,648,5,41585,0.33,17,26
33413,60 months,22.14,444.58,F,10+ years,OWN,119159.8,Fully Paid,credit_card,29.13,0,832,689,4,9197,17.1,6,33
28543,36 months,23.95,550.46,G,2 years,RENT,118908.51,Fully Paid,small_business,1.91,5,663,620,4,37902,74.98,21,16
2377,36 months,9.04,70.03,D,9 years,MORTGAGE,25385.92,Default,debt_consolidation,1.62,5,719,602,6,1839,65.99,22,42
39699,60 months,7.71,583.04,B,8 years,OTHER,144558.65,Fully Paid,small_business,0.48,5,678,672,3,43337,58.48,31,42
37152,60 months,22.54,871.69,E,3 years,OTHER,45291.2,Default,home_improvement,17.07,9,763,807,3,49114,23.09,35,12
32856,60 months,21.5,950.48,C,8 years,OTHER,119583.27,Default,credit_card,2.33,2,687,750,1,35764,73.56,37,6
21827,36 months,14.44,650.07,B,1 year,OTHER,108786.57,Charged Off,debt_consolidation,3.99,7,786,793,9,23695,7.68,28,20
16354,60 months,22.84,607.4,D,8 years,OTHER,91217.25,Charged Off,credit_card,17.04,2,716,724,3,32247,97.61,28,6
39033,36 months,13.11,654.48,C,5 years,OWN,103999.19,Charged Off,credit_card,0.39,3,615,807,3,42246,43.67,45,22
33582,60 months,6.07,170.0,F,8 years,OWN,153368.28,Charged Off,small_business,26.87,5,781,676,1,42570,6.38,40,39
34805,36 months,24.63,224.02,F,9 years,OWN,168839.51,Fully Paid,major_purchase,2.72,0,809,810,7,7540,18.73,33,41
28342,36 months,9.21,88.2,E,9 years,OTHER,30446.17,Default,home_improvement,4.03,5,608,673,7,13394,20.42,18,12
39285,36 months,21.49,783.92,A,3 years,OWN,184158.03,Fully Paid,small_business,23.08,1,753,622,3,16624,75.75,42,2
39828,36 months,17.83,406.72,G,7 years,OTHER,63125.82,Fully Paid,major_purchase,24.73,9,814,664,7,14364,4.23,42,33
15911,36 months,9.42,265.34,F,6 years,OWN,57596.05,Fully Paid,credit_card,23.55,5,660,727,2,26821,60.26,14,36
37882,36 months,12.03,626.95,C,5 years,MORTGAGE,125973.86,Fully Paid,credit_card,12.17,8,635,737,1,43140,47.5,28,34
10581,60 months,14.54,430.55,E,< 1 year,RENT,59125.29,Charged Off,home_improvement,12.73,6,740,716,6,2043,7.05,48,41
32151,60 months,22.3,153.89,F,5 years,OTHER,159533.8,Fully Paid,home_improvement,10.34,1,790,723,1,290,1.81,16,41
3464,60 months,14.36,59.43,G,6 years,OWN,145639.4,Default,home_improvement,0.68,5,785,692,1,9481,64.11,32,16
37750,36 months,13.44,662.54,F,9 years,OWN,184926.32,Fully Paid,debt_consolidation,28.58,7,692,837,9,44517,49.02,17,21
29494,36 months,14.41,929.66,B,1 year,MORTGAGE,25154.41,Fully Paid,credit_card,28.57,6,625,841,5,47183,99.99,15,38
31431,36 months,19.16,277.53,C,4 years,RENT,30027.96,Fully Paid,credit_card,20.58,4,633,657,4,13356,11.64,21,8
2641,36 months,7.54,189.4,B,5 years,RENT,120896.69,Charged Off,home_improvement,28.49,0,810,603,4,37096,48.84,34,4
21637,36 months,8.23,61.03,F,8 years,RENT,127244.77,Charged Off,credit_card,23.75,2,776,716,2,14154,90.18,45,12
4605,36 months,23.63,615.28,G,3 years,RENT,36905.73,Charged Off,major_purchase,5.29,2,706,814,1,10662,14.53,15,14
8314,60 months,8.09,392.21,D,5 years,OTHER,167931.53,Charged Off,home_improvement,29.64,4,787,622,2,37469,20.28,23,32
31326,60 months,21.77,321.94,A,4 years,RENT,186217.36,Default,credit_card,27.08,9,613,722,1,40019,54.06,40,24
19304,36 months,18.85,741.91,B,4 years,OTHER,162932.48,Default,debt_consolidation,4.73,9,788,680,8,13172,53.88,11,15
2162,36 months,23.38,225.55,F,10+ years,MORTGAGE,74195.49,Default,home_improvement,25.7,8,798,626,4,27728,17.32,13,46
2794,36 months,11.09,477.73,B,2 years,OWN,96146.16,Fully Paid,major_purchase,1.79,3,667,812,1,8250,87.66,41,4
12201,36 months,24.76,782.73,E,2 years,RENT,53527.67,Fully Paid,small_business,21.65,3,759,844,8,32558,22.96,44,19
18076,60 months,6.35,598.13,B,7 years,OWN,119395.77,Charged Off,credit_card,16.23,4,631,758,4,13258,73.32,26,22
15656,36 months,21.55,411.78,D,5 years,OWN,192722.79,Fully Paid,home_improvement,1.65,9,684,651,1,48334,36.13,48,7
8272,60 months,16.08,432.16,C,3 years,MORTGAGE,31584.27,Charged Off,major_purchase,6.65,9,751,786,0,42091,96.07,37,8
16755,60 months,5.97,380.99,E,4 years,OWN,90147.71,Default,home_improvement,25.85,0,719,817,4,5975,90.96,19,22
5069,36 months,23.08,350.77,F,9 years,OWN,120270.98,Charged Off,small_business,20.01,7,688,774,7,35810,24.27,42,21
14237,36 months,21.38,613.06,F,9 years,OWN,58500.17,Default,debt_consolidation,26.56,9,749,654,7,1928,71.77,37,48
38292,60 months,7.52,270.28,C,3 years,OTHER,26319.67,Default,major_purchase,13.16,6,849,827,0,18304,15.96,20,32
24704,60 months,15.05,685.6,F,2 years,MORTGAGE,179405.09,Fully Paid,credit_card,6.68,2,833,682,6,42211,73.91,28,40
13262,60 months,20.66,585.59,B,1 year,MORTGAGE,74519.83,Charged Off,debt_consolidation,26.35,4,799,717,1,21128,20.48,17,40
18033,60 months,16.68,957.04,D,3 years,MORTGAGE,94093.51,Charged Off,debt_consolidation,2.96,9,725,748,5,8803,49.04,28,41
12311,36 months,23.52,439.86,G,5 years,MORTGAGE,158162.66,Charged Off,home_improvement,13.82,9,803,618,7,9119,42.37,48,41
22001,36 months,5.96,528.57,C,3 years,OWN,170975.14,Fully Paid,major_purchase,17.08,3,634,701,5,49846,84.71,35,32
31162,60 months,7.77,481.33,A,4 years,RENT,56658.16,Fully Paid,debt_consolidation,26.26,1,767,663,0,48358,38.25,38,31
35703,60 months,16.8,445.35,E,9 years,MORTGAGE,29994.36,Default,home_improvement,0.88,7,671,823,2,19993,65.3,44,8
9483,36 months,6.09,728.89,C,6 years,MORTGAGE,88807.31,Fully Paid,major_purchase,23.16,5,676,814,9,38984,69.05,44,27
22190,36 months,21.42,135.42,E,5 years,OWN,172337.7,Fully Paid,small_business,29.82,2,643,756,2,25560,44.82,48,8
28371,36 months,24.0,353.06,A,3 years,OTHER,186977.89,Default,home_improvement,29.1,4,661,675,2,21120,13.02,36,21
31850,60 months,14.51,831.19,A,3 years,RENT,78237.86,Fully Paid,major_purchase,15.05,9,650,701,4,31012,35.25,22,24
2206,60 months,23.96,223.66,B,< 1 year,RENT,51825.37,Default,major_purchase,19.53,0,621,726,4,41664,50.04,9,30
32045,36 months,10.82,308.29,F,2 years,RENT,100595.51,Charged Off,credit_card,7.67,6,659,746,5,4745,36.86,7,9
35976,36 months,20.71,712.71,F,8 years,OWN,186746.04,Default,credit_card,13.37,6,706,727,2,16484,35.77,31,18
13150,36 months,23.07,140.32,B,6 years,OTHER,194256.51,Default,credit_card,11.62,3,754,627,9,23314,21.35,45,31
7653,36 months,17.99,448.97,A,1 year,OTHER,86950.91,Default,home_improvement,3.58,2,752,625,9,36534,80.98,43,24
18899,60 months,21.58,154.32,D,< 1 year,OTHER,84892.13,Fully Paid,home_improvement,0.6,2,823,672,7,8543,11.99,16,40
28855,36 months,12.49,406.76,F,9 years,OTHER,105532.32,Fully Paid,home_improvement,21.8,7,642,690,0,34211,27.96,31,45
2617,36 months,21.51,874.43,G,< 1 year,OWN,106682.44,Fully Paid,credit_card,15.87,9,732,621,0,15121,27.32,24,8
9057,36 months,14.31,206.26,G,2 years,OTHER,58768.74,Fully Paid,credit_card,24.84,5,695,732,7,45284,39.31,20,45
26555,36 months,20.56,185.74,F,6 years,OTHER,63702.2,Charged Off,debt_consolidation,23.47,6,783,820,4,14846,96.98,38,38
21443,60 months,23.73,992.16,E,5 years,RENT,100193.55,Fully Paid,credit_card,23.57,5,701,754,1,41742,39.03,32,12
27625,36 months,6.98,730.93,F,8 years,RENT,138612.07,Default,debt_consolidation,27.38,3,816,655,8,47211,16.4,6,12
9684,36 months,16.66,101.64,D,10+ years,OTHER,186902.78,Fully Paid,debt_consolidation,23.45,0,764,677,3,8984,14.59,14,18
2228,60 months,9.47,705.56,F,8 years,RENT,175361.85,Default,home_improvement,2.28,9,635,759,9,38653,87.73,15,4
21668,36 months,14.55,273.79,F,8 years,OWN,39495.36,Charged Off,credit_card,14.88,0,735,740,4,13039,68.58,43,24
24430,36 months,16.1,265.97,G,2 years,RENT,152424.67,Default,major_purchase,27.0,2,749,604,2,666,84.5,43,43
36380,36 months,24.76,978.21,G,10+ years,MORTGAGE,136228.71,Default,major_purchase,11.57,3,743,835,5,14870,34.78,10,28
1855,36 months,22.97,124.03,G,3 years,OTHER,102494.54,Fully Paid,small_business,14.09,7,804,645,1,19128,25.57,31,3
29927,36 months,6.31,981.19,C,4 years,OTHER,54275.55,Fully Paid,major_purchase,27.25,8,730,623,3,36202,33.53,17,23
20597,60 months,7.81,737.93,F,5 years,MORTGAGE,78715.42,Charged Off,major_purchase,0.77,9,730,679,1,46914,98.03,43,38
5658,36 months,21.69,161.1,A,10+ years,MORTGAGE,141252.82,Fully Paid,major_purchase,4.41,9,681,742,9,4051,64.26,41,16
20894,36 months,19.87,470.57,F,10+ years,MORTGAGE,198899.63,Fully Paid,home_improvement,7.98,7,849,839,7,12651,65.12,26,27
4351,60 months,22.57,140.8,A,3 years,OTHER,178003.32,Default,home_improvement,22.54,4,662,671,3,29941,15.64,7,41
15946,60 months,9.41,725.81,A,8 years,MORTGAGE,176958.3,Default,debt_consolidation,10.01,5,738,702,3,36512,77.56,9,13
38380,36 months,17.41,935.59,D,8 years,RENT,126665.03,Fully Paid,debt_consolidation,26.12,1,791,846,6,19811,23.79,28,35
7997,36 months,8.92,494.21,F,3 years,MORTGAGE,116237.33,Default,credit_card,7.32,5,786,690,1,43136,26.39,48,33
18536,60 months,8.27,100.84,B,2 years,RENT,68598.45,Fully Paid,small_business,4.58,4,827,622,0,15612,43.83,24,48
12257,60 months,23.76,833.02,C,10+ years,OWN,112502.56,Charged Off,small_business,13.1,8,759,762,4,7934,32.77,26,17
27498,36 months,17.01,346.43,C,7 years,OTHER,63861.4,Fully Paid,home_improvement,2.2,9,843,840,5,41887,41.34,6,21
1284,60 months,14.63,984.85,G,2 years,OWN,28595.6,Charged Off,small_business,16.51,5,750,825,5,2059,59.05,46,47
17866,60 months,17.63,593.92,G,8 years,RENT,137878.59,Charged Off,major_purchase,6.26,5,625,723,6,1875,46.18,46,40
21947,36 months,19.97,828.65,G,2 years,OTHER,142636.47,Charged Off,credit_card,26.68,6,620,841,9,18506,60.12,27,22
4017,60 months,12.5,397.79,E,3 years,OWN,28783.39,Fully Paid,debt_consolidation,28.99,8,606,682,7,12593,1.67,31,27
2193,36 months,9.88,894.05,G,3 years,MORTGAGE,188915.66,Fully Paid,credit_card,23.38,7,768,755,3,11911,52.63,15,11
30289,60 months,17.19,684.72,G,4 years,OTHER,78032.45,Fully Paid,major_purchase,1.58,3,746,653,6,46320,20.41,48,38
2883,60 months,7.93,991.09,A,3 years,MORTGAGE,185523.88,Fully Paid,small_business,6.47,7,758,673,0,20136,81.4,14,4
21328,36 months,16.82,949.33,E,< 1 year,OWN,32725.37,Fully Paid,small_business,27.56,9,675,731,1,45374,84.92,29,11
23655,60 months,20.14,878.78,A,10+ years,RENT,114688.96,Fully Paid,credit_card,1.97,8,627,806,2,18118,46.61,48,39
2373,36 months,6.39,163.55,C,3 years,OTHER,118493.81,Charged Off,major_purchase,2.81,0,799,671,5,32485,79.7,27,9
39899,60 months,22.16,381.97,C,2 years,OWN,119184.49,Charged Off,major_purchase,4.56,4,816,741,3,42574,64.34,49,11
24666,60 months,8.65,726.13,C,5 years,OWN,175475.17,Default,major_purchase,1.48,7,785,619,3,30069,87.35,41,8
1158,60 months,16.78,165.01,C,9 years,OWN,169176.65,Charged Off,major_purchase,4.89,2,792,659,4,9785,23.87,13,22
26944,60 months,16.95,576.0,A,< 1 year,MORTGAGE,120698.09,Default,debt_consolidation,8.05,5,812,838,1,8300,97.32,48,38
35832,60 months,15.18,938.78,D,1 year,RENT,24891.42,Fully Paid,home_improvement,29.46,8,669,715,3,5905,1.06,6,21
13065,36 months,13.16,227.84,B,1 year,RENT,60701.98,Default,home_improvement,8.24,9,816,734,4,4003,85.78,12,45
39003,60 months,20.43,428.07,D,1 year,RENT,127593.19,Charged Off,debt_consolidation,3.73,2,735,703,9,35439,10.83,25,37
37059,36 months,10.65,217.12,F,5 years,OWN,199702.92,Charged Off,home_improvement,27.86,5,775,813,9,3063,94.76,34,12
38115,36 months,13.72,715.42,E,8 years,OTHER,131351.43,Default,small_business,28.84,3,794,834,9,5764,48.99,30,17
17605,36 months,22.52,947.59,D,< 1 year,OWN,119399.41,Fully Paid,debt_consolidation,23.64,3,623,834,4,1836,56.48,16,24
25906,36 months,13.13,260.88,B,5 years,OTHER,28897.29,Fully Paid,small_business,10.39,6,833,714,0,1563,51.14,38,24
17749,60 months,14.65,944.18,C,8 years,OWN,183933.39,Charged Off,debt_consolidation,0.17,6,771,677,3,1197,79.64,6,46
25984,60 months,12.17,196.59,C,9 years,MORTGAGE,132812.81,Fully Paid,debt_consolidation,19.09,3,624,839,3,33342,89.23,25,39
16156,36 months,24.9,329.38,F,3 years,MORTGAGE,113620.49,Fully Paid,debt_consolidation,25.84,5,623,787,7,17386,95.22,12,48
16217,60 months,11.76,774.71,G,1 year,OWN,25503.18,Fully Paid,major_purchase,1.09,1,771,766,6,15569,60.17,36,41
1012,60 months,20.52,129.94,F,8 years,RENT,29583.75,Charged Off,debt_consolidation,7.0,4,826,695,7,3591,87.03,37,8
9533,60 months,20.31,964.88,B,2 years,OTHER,126602.53,Fully Paid,small_business,8.26,6,651,810,0,14937,57.55,48,2
1727,60 months,15.15,476.98,E,10+ years,MORTGAGE,98065.81,Fully Paid,credit_card,8.79,5,804,640,5,10310,5.19,48,45
22657,60 months,8.85,653.97,A,5 years,OTHER,43135.72,Fully Paid,small_business,1.57,9,710,756,4,22179,16.3,18,10
26537,36 months,19.38,265.39,G,9 years,MORTGAGE,41728.99,Charged Off,small_business,24.64,4,762,622,3,29516,66.07,44,13
29209,36 months,19.07,347.78,C,2 years,RENT,194347.34,Charged Off,small_business,27.62,1,784,826,7,27552,72.72,16,22
21845,36 months,9.48,281.0,C,< 1 year,OWN,128651.82,Charged Off,credit_card,14.72,1,668,786,7,32515,16.52,42,32
28021,36 months,21.55,508.67,F,8 years,OWN,113778.33,Charged Off,credit_card,10.94,5,633,600,0,39263,64.1,39,10
27233,60 months,19.74,66.95,G,3 years,OTHER,125646.15,Default,credit_card,12.85,5,670,785,3,33859,55.07,16,6
16959,60 months,10.86,665.21,B,8 years,MORTGAGE,55259.93,Fully Paid,major_purchase,14.39,0,830,709,7,40239,92.83,38,15
35503,60 months,23.29,114.68,E,7 years,RENT,134549.95,Charged Off,credit_card,10.27,8,687,682,9,5040,7.01,42,19
18284,36 months,15.78,783.25,B,5 years,RENT,133007.0,Fully Paid,major_purchase,28.26,4,798,631,3,44037,64.04,9,7
39162,36 months,14.3,786.86,F,7 years,OTHER,90678.27,Fully Paid,debt_consolidation,7.46,5,602,744,0,45436,15.92,13,6
31270,36 months,5.87,690.01,A,6 years,RENT,38570.54,Fully Paid,major_purchase,7.65,6,617,610,0,41920,9.04,7,32
17923,60 months,15.25,77.71,C,7 years,RENT,25062.5,Charged Off,home_improvement,4.49,8,705,789,7,30431,53.67,26,15
25132,36 months,5.62,633.54,D,4 years,OWN,20685.1,Fully Paid,credit_card,24.76,0,604,846,4,49664,10.64,8,28
5221,36 months,22.76,371.64,D,3 years,MORTGAGE,130667.82,Default,major_purchase,8.13,9,615,723,2,31961,87.0,16,37
22848,36 months,22.67,232.89,E,8 years,MORTGAGE,48391.99,Fully Paid,major_purchase,0.82,7,812,773,5,48611,21.6,7,15
29875,60 months,7.77,186.97,B,1 year,RENT,147896.31,Charged Off,debt_consolidation,25.16,0,731,818,2,12059,75.69,20,46
19549,36 months,11.15,867.64,D,3 years,OWN,198859.24,Fully Paid,home_improvement,28.99,8,636,632,7,37349,79.86,13,33
39904,36 months,12.95,114.86,A,8 years,OTHER,198847.23,Fully Paid,home_improvement,5.69,7,721,622,9,30328,32.31,24,4
30199,60 months,17.55,960.91,D,9 years,MORTGAGE,91271.28,Fully Paid,debt_consolidation,7.08,9,620,622,6,9877,66.37,43,39
28952,36 months,13.08,205.39,F,4 years,MORTGAGE,112423.41,Fully Paid,home_improvement,29.5,5,829,731,4,5690,73.25,47,34
22441,60 months,15.03,903.66,A,8 years,OWN,31080.22,Charged Off,credit_card,19.27,1,804,688,9,10007,50.93,42,11
33243,60 months,17.25,705.62,B,9 years,OWN,106890.34,Default,home_improvement,18.56,7,718,805,1,17397,91.26,16,30
32932,60 months,10.21,239.53,E,10+ years,RENT,46336.73,Charged Off,major_purchase,12.22,3,848,751,2,7430,69.6,16,25
32785,60 months,11.81,83.82,C,2 years,MORTGAGE,122870.15,Fully Paid,small_business,16.88,9,820,760,1,10086,35.57,27,48
34231,60 months,14.87,899.47,E,5 years,OWN,155735.97,Fully Paid,home_improvement,29.68,4,676,604,1,42272,71.61,21,21
35356,60 months,21.82,577.56,A,2 years,MORTGAGE,127099.23,Default,major_purchase,4.92,1,686,700,3,37448,82.0,25,23
16413,60 months,18.03,528.03,A,3 years,OWN,74380.25,Fully Paid,debt_consolidation,13.57,1,691,606,2,7044,66.06,47,38
36436,36 months,17.0,501.1,G,< 1 year,MORTGAGE,85118.14,Charged Off,credit_card,5.92,2,732,780,7,23843,93.83,28,11
10545,36 months,21.09,746.74,C,9 years,OTHER,67107.82,Default,small_business,18.85,5,846,715,7,41118,19.7,8,47
18782,36 months,12.46,80.51,A,7 years,MORTGAGE,112569.35,Fully Paid,credit_card,15.43,9,662,613,8,3864,44.26,17,45
35386,60 months,24.78,696.48,C,10+ years,RENT,56375.96,Fully Paid,major_purchase,2.71,6,776,704,3,45630,23.82,8,27
2287,60 months,7.92,145.65,A,6 years,RENT,148145.64,Fully Paid,credit_card,27.77,0,818,652,6,20063,0.79,17,13
37269,60 months,9.42,425.71,C,9 years,OWN,56053.21,Default,major_purchase,28.06,6,747,807,5,24803,70.88,43,32
29150,36 months,14.78,178.79,F,1 year,OTHER,107446.31,Default,home_improvement,17.22,4,602,759,8,40511,12.05,17,3
18628,36 months,6.51,894.82,G,10+ years,RENT,161597.47,Default,home_improvement,25.37,2,824,746,9,28179,56.61,11,41
12251,60 months,24.15,629.52,B,< 1 year,OWN,21641.36,Default,home_improvement,0.86,1,764,791,3,284,9.56,30,31
12735,36 months,20.24,408.85,G,3 years,RENT,61409.99,Default,home_improvement,19.17,2,761,605,8,12526,44.2,26,14
11909,60 months,13.99,500.14,B,< 1 year,RENT,88209.84,Fully Paid,home_improvement,25.86,4,839,622,6,13066,47.2,14,9
37188,60 months,8.41,970.48,D,2 years,OWN,195525.37,Charged Off,major_purchase,24.19,4,682,820,5,25991,25.37,33,14
16989,36 months,9.16,876.9,D,< 1 year,MORTGAGE,39781.11,Default,small_business,7.81,7,820,604,7,23439,77.59,30,24
5206,36 months,5.14,680.83,E,4 years,OTHER,105649.04,Default,home_improvement,28.09,1,628,659,3,16967,44.75,14,47
10383,60 months,11.31,946.32,F,6 years,OTHER,172572.25,Default,debt_consolidation,6.95,4,627,826,8,28311,47.25,22,13
3074,60 months,13.48,350.6,G,10+ years,OWN,70232.02,Default,debt_consolidation,9.84,3,765,725,0,15055,3.79,13,28
5924,36 months,17.09,832.04,B,9 years,RENT,153882.68,Default,debt_consolidation,25.05,3,675,794,7,3514,48.13,31,34
5158,36 months,9.97,487.64,D,2 years,MORTGAGE,45641.56,Fully Paid,credit_card,18.61,3,829,763,8,40241,55.17,14,24
9258,60 months,16.8,470.33,B,< 1 year,RENT,56808.97,Default,small_business,25.92,7,848,702,5,17735,39.71,45,31
